status;agency_reference;type;purpose;address;complement;district;complex;city;sell_price;rental_price;complex_fee;property_tax;bedrooms;suites;parking_spaces;date_added;total_area;area;number;full_address;agency;latitude;longitude
Cancelado;AP2198;Apartamento;Residencial;Rua Carlos Vicari 340;221;Água Branca;Sphera;São Paulo;900000.0;0.0;0.09;0.0;3;1;2;2019-02-03 00:00:00.000;170.0;103.0;340;Sphera, Rua Carlos Vicari 340, Água Branca, São Paulo;NuDoor;-023.5238600000;-046.6849200000
Cancelado;AP2147;Apartamento;Residencial;Alameda Campinas 960;64;Jardim Paulista;Ruth;São Paulo;1265000.0;0.0;960.0;0.0;3;1;1;2018-12-27 00:00:00.000;174.0;134.0;960;Ruth, Alameda Campinas 960, Jardim Paulista, São Paulo;NuDoor;-023.5690900000;-046.6564100000
Suspenso;AP1867;Apartamento;Residencial;Rua Carlos Sampaio 138;apto 22;Bela Vista;Mansão;São Paulo;1347000.0;0.0;0.01;130.0;3;3;1;2018-07-07 00:00:00.000;170.0;134.0;138;Mansão, Rua Carlos Sampaio 138, Bela Vista, São Paulo;NuDoor;-023.5669900000;-046.6457500000
Cancelado;AP1314;Apartamento;Residencial;Rua Paula Ney 457;apto 103;Vila Mariana;Condomínio Edifício Gianicolo;São Paulo;547000.0;0.0;0.06;0.0;2;1;0;2017-10-02 00:00:00.000;63.0;63.0;457;Condomínio Edifício Gianicolo, Rua Paula Ney 457, Vila Mariana, São Paulo;NuDoor;-023.5793100000;-046.6346500000
Cancelado;AP2272;Apartamento;Residencial;Rua José Antônio Coelho 407;72;Vila Mariana;Saint Florent;São Paulo;487000.0;0.0;0.01;0.0;2;0;1;2019-04-19 00:00:00.000;100.0;57.9;407;Saint Florent, Rua José Antônio Coelho 407, Vila Mariana, São Paulo;NuDoor;-023.5804500000;-046.6443000000
Cancelado;AP2664;Apartamento;Residencial;Rua Paula Ney 4;52;Aclimação;La Salete;São Paulo;377000.0;0.0;299.0;0.0;1;0;0;2019-11-23 00:00:00.000;42.0;42.0;4;La Salete, Rua Paula Ney 4, Aclimação, São Paulo;NuDoor;-023.5757600000;-046.6337200000
Cancelado;AP2218;Apartamento;Residencial;Rua Martiniano de Carvalho 484;91;Bela Vista;Carmem;São Paulo;400000.0;0.0;0.06;0.0;1;0;1;2019-02-27 00:00:00.000;80.0;56.0;484;Carmem, Rua Martiniano de Carvalho 484, Bela Vista, São Paulo;NuDoor;-023.5629900000;-046.6421700000
Suspenso;AP2377;Apartamento;Residencial;Rua Pamplona 1461;23;Jardim Paulista;Itapolis;São Paulo;700000.0;0.0;0.01;0.0;2;0;1;2019-06-16 00:00:00.000;137.0;116.0;1461;Itapolis, Rua Pamplona 1461, Jardim Paulista, São Paulo;NuDoor;-023.5694100000;-046.6592100000
Cancelado;AP2647;Apartamento;Residencial;Rua Guiara 275;143;Pompeia;Societa;São Paulo;840000.0;0.0;0.09;0.0;3;1;2;2019-11-20 00:00:00.000;130.0;80.0;275;Societa, Rua Guiara 275, Pompeia, São Paulo;NuDoor;-023.5338000000;-046.6905900000
Cancelado;AP2486;Apartamento;Residencial;Rua Dona Inácia Uchôa 620;23;Aclimação;Vitoria Maria;São Paulo;317000.0;0.0;0.06;0.83;1;1;1;2019-08-14 00:00:00.000;85.0;36.0;620;Vitoria Maria, Rua Dona Inácia Uchôa 620, Aclimação, São Paulo;NuDoor;-023.5826600000;-046.6307900000
Ativo;AP1863;Apartamento;Residencial;Rua José Getúlio 67;11 12;Liberdade;Pafa;São Paulo;250000.0;0.0;0.04;0.0;1;0;0;2018-07-04 00:00:00.000;36.0;36.0;67;Pafa, Rua José Getúlio 67, Liberdade, São Paulo;NuDoor;-023.5666300000;-046.6364300000
Ativo;AP2668;Apartamento;Residencial;Rua Estela 67;APTO 164- B;Paraíso;Estela;São Paulo;850000.0;0.0;750.0;135.0;2;1;2;2019-11-24 00:00:00.000;142.0;87.0;67;Estela, Rua Estela 67, Paraíso, São Paulo;NuDoor;-023.5773400000;-046.6412400000
Cancelado;AP2252;Apartamento;Residencial;Rua Jorge Tibiriçá 926;01;Vila Mariana;Julia;São Paulo;355000.0;0.0;398.0;0.0;2;0;1;2019-04-03 00:00:00.000;105.0;81.0;926;Julia, Rua Jorge Tibiriçá 926, Vila Mariana, São Paulo;NuDoor;-023.5984100000;-046.6258900000
Cancelado;AP2502;Apartamento;Residencial;Rua São Joaquim 9;131;Liberdade;Pedro Gaspar;São Paulo;270000.0;0.0;0.05;0.0;1;0;0;2019-08-23 00:00:00.000;37.0;37.0;9;Pedro Gaspar, Rua São Joaquim 9, Liberdade, São Paulo;NuDoor;-023.5617900000;-046.6375000000
Cancelado;AP2072;Apartamento;Residencial;Rua Abolição 343;61;Bela Vista;Alfredo Lauro;São Paulo;370000.0;0.0;0.06;0.0;2;0;0;2018-10-17 00:00:00.000;56.0;56.0;343;Alfredo Lauro, Rua Abolição 343, Bela Vista, São Paulo;NuDoor;-023.5555100000;-046.6418900000
Cancelado;AP2321;Apartamento;Residencial;Rua Doutor Nicolau de Sousa Queirós 537;21;V Mariana;Leblon;São Paulo;317000.0;0.0;0.09;0.0;1;0;1;2019-05-16 00:00:00.000;76.0;41.0;537;Leblon, Rua Doutor Nicolau de Sousa Queirós 537, V Mariana, São Paulo;NuDoor;-023.5793200000;-046.6370000000
Ativo;AP2731;Apartamento;Residencial;Rua Gravataí 23;203;Bela Vista;Olinda;São Paulo;397000.0;0.0;0.04;0.0;1;0;0;2020-01-04 00:00:00.000;42.0;42.0;23;Olinda, Rua Gravataí 23, Bela Vista, São Paulo;NuDoor;-023.4340600000;-046.5876000000
Ativo;KN0001;Kitnet;Residencial;Rua Estela 22;Apto. 103;Vila Mariana;Edificio Mara Manrubia Trama;São Paulo;0.0;1700.0;388.0;0.01;1;0;0;2016-07-26 00:00:00.000;0.0;34.0;22;Edificio Mara Manrubia Trama, Rua Estela 22, Vila Mariana, São Paulo;NuDoor;-023.5772600000;-046.6412700000
Ativo;CJ0073;Conjunto;Comercial;Rua Correia Dias 184;cj 61;Paraíso;Paraíso Trade Center;São Paulo;0.0;3000.0;1200.0;148.0;0;0;0;2019-08-27 00:00:00.000;0.0;50.0;184;Paraíso Trade Center, Rua Correia Dias 184, Paraíso, São Paulo;NuDoor;-023.5766500000;-046.6414200000
Ativo;AP0927;Apartamento;Residencial;Rua Cubatão 1013;apto 54;Vila Mariana;Marapa;São Paulo;0.0;1700.0;863.74;41.0;1;0;1;2017-01-30 00:00:00.000;70.0;39.0;1013;Marapa, Rua Cubatão 1013, Vila Mariana, São Paulo;NuDoor;-023.5806200000;-046.6414100000
Cancelado;AP0605;Apartamento;Residencial;Rua Joaquim Távora 1005;Ap: 122;Vila Mariana;Edifício Roumanos;São Paulo;0.0;6000.0;1500.0;0.0;3;2;2;2015-03-24 00:00:00.000;113.0;103.0;1005;Edifício Roumanos, Rua Joaquim Távora 1005, Vila Mariana, São Paulo;NuDoor;-023.5867100000;-046.6423300000
Ativo;AP2343;Apartamento;Residencial;Alameda Joaquim Eugênio de Lima 1233;32;Jardim Paulista;Lucia;São Paulo;1389000.0;0.0;0.01;0.0;3;1;2;2019-05-26 00:00:00.000;160.0;105.0;1233;Lucia, Alameda Joaquim Eugênio de Lima 1233, Jardim Paulista, São Paulo;NuDoor;-023.5711400000;-046.6556800000
Cancelado;AP2331;Apartamento;Residencial;Rua José Antônio Coelho 300;apto 173- bloco c;Vila Mariana;Boleward;São Paulo;300000.0;0.0;256.0;80.0;1;0;1;2019-05-20 00:00:00.000;120.0;33.0;300;Boleward, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Cancelado;AP2401;Apartamento;Residencial;Rua Eça de Queiroz 58;apto 64;Vila Mariana;Eca de Queiros;São Paulo;645000.0;0.0;706.0;100.0;2;0;1;2019-07-02 00:00:00.000;90.0;78.0;58;Eca de Queiros, Rua Eça de Queiroz 58, Vila Mariana, São Paulo;NuDoor;-023.5780000000;-046.6404100000
Ativo;AP2199;Apartamento;Residencial;Rua Álvaro Neto 428;71;Vila Mariana;Buriti;São Paulo;700000.0;0.0;0.01;0.0;3;1;2;2019-02-06 00:00:00.000;120.0;83.0;428;Buriti, Rua Álvaro Neto 428, Vila Mariana, São Paulo;NuDoor;-023.5824900000;-046.6283900000
Ativo;AP2527;Apartamento;Residencial;Rua Doutor Fabrício Vampré 52;81;Vila Mariana;Kora;São Paulo;996000.0;0.0;0.01;0.02;4;0;1;2019-09-09 00:00:00.000;175.0;125.0;52;Kora, Rua Doutor Fabrício Vampré 52, Vila Mariana, São Paulo;NuDoor;-023.5827000000;-046.6400500000
Ativo;AP1407;Apartamento;Residencial;Rua Francisco Estácio Fortes 18;55;Santa Cecília;Condomínio Edifício Monteiro Lobato;São Paulo;697000.0;0.0;0.09;0.0;2;1;1;2017-11-14 00:00:00.000;150.0;109.0;18;Condomínio Edifício Monteiro Lobato, Rua Francisco Estácio Fortes 18, Santa Cecília, São Paulo;NuDoor;-023.5333500000;-046.6595500000
Ativo;AP2506;Apartamento;Residencial;Rua Doutor Veiga Filho 5;12;Santa Cecília;Comodoro;São Paulo;2178000.0;0.0;0.01;0.0;4;1;1;2019-08-25 00:00:00.000;267.0;210.0;5;Comodoro, Rua Doutor Veiga Filho 5, Santa Cecília, São Paulo;NuDoor;-023.5400700000;-046.6592200000
Ativo;AP2622;Apartamento;Residencial;Rua Bitencourt Sampaio 242;63;Vila Mariana;New Orleans;São Paulo;790000.0;0.0;0.07;0.0;3;1;2;2019-11-04 00:00:00.000;130.0;76.0;242;New Orleans, Rua Bitencourt Sampaio 242, Vila Mariana, São Paulo;NuDoor;-023.5993000000;-046.6308500000
Ativo;AP2695;Apartamento;Residencial;Rua Doutor Rafael de Barros 285;91;Paraíso;Tatiana;São Paulo;0.0;5500.0;2000.0;693.0;4;0;2;2019-12-01 00:00:00.000;320.0;220.0;285;Tatiana, Rua Doutor Rafael de Barros 285, Paraíso, São Paulo;NuDoor;-023.5729100000;-046.6470800000
Ativo;AP2691;Apartamento;Residencial;Rua Mário Amaral 425;101;Paraíso;Clara;São Paulo;1050000.0;0.0;0.01;134.0;3;0;1;2019-12-01 00:00:00.000;130.0;91.0;425;Clara, Rua Mário Amaral 425, Paraíso, São Paulo;NuDoor;-023.5739400000;-046.6480200000
Ativo;AP2697;Apartamento;Residencial;Alameda Campinas 701;22;Jardim Paulista;Ap Town;São Paulo;1478000.0;0.0;1259.0;0.0;3;0;2;2019-12-01 00:00:00.000;150.0;98.0;701;Ap Town, Alameda Campinas 701, Jardim Paulista, São Paulo;NuDoor;-023.5673200000;-046.6545200000
Ativo;AP2166;Apartamento;Residencial;Rua Doutor Fabrício Vampré 129;72;Vila Mariana;Praça Vampre;São Paulo;1380000.0;0.0;0.01;0.0;3;2;2;2019-01-13 00:00:00.000;150.0;93.0;129;Praça Vampre, Rua Doutor Fabrício Vampré 129, Vila Mariana, São Paulo;NuDoor;-023.5832800000;-046.6395200000
Ativo;AP2136;Apartamento;Residencial;Rua Rio Grande 205;92;Vila Mariana;Love Land;São Paulo;650000.0;0.0;0.01;25.0;2;0;1;2018-12-23 00:00:00.000;100.0;70.0;205;Love Land, Rua Rio Grande 205, Vila Mariana, São Paulo;NuDoor;-023.5869000000;-046.6432800000
Ativo;AP6104-INC;Apartamento;Residencial;Rua Estado de Israel 745;;Vila Clementino;STATE IBIRAPUERA;São Paulo;849874.0;0.0;700.6;0.0;2;1;1;2018-10-01 00:00:00.000;0.0;70.06;745;STATE IBIRAPUERA, Rua Estado de Israel 745, Vila Clementino, São Paulo;NuDoor;-023.5942300000;-046.6468300000
Ativo;AP6102-INC;Apartamento;Residencial;Rua Estado de Israel 745;;Vila Clementino;STATE IBIRAPUERA;São Paulo;521031.0;0.0;500.0;0.0;1;1;1;2018-10-01 00:00:00.000;0.0;43.0;745;STATE IBIRAPUERA, Rua Estado de Israel 745, Vila Clementino, São Paulo;NuDoor;-023.5942300000;-046.6468300000
Ativo;AP2613;Apartamento;Residencial;Rua Bueno de Andrade 71;124;Liberdade;Fugiama;São Paulo;267000.0;0.0;0.03;0.0;1;0;0;2019-10-29 00:00:00.000;39.0;39.0;71;Fugiama, Rua Bueno de Andrade 71, Liberdade, São Paulo;NuDoor;-023.5602300000;-046.6314600000
Ativo;AP2608;Apartamento;Residencial;Rua Doutor Tomás Carvalhal 348;31;Paraíso;Phoenix;São Paulo;1087000.0;0.0;0.01;540.0;3;1;1;2019-10-26 00:00:00.000;175.0;144.0;348;Phoenix, Rua Doutor Tomás Carvalhal 348, Paraíso, São Paulo;NuDoor;-023.5763200000;-046.6446500000
Ativo;AP2545;Apartamento;Residencial;Avenida Higienopolis 318;124;Higienópolis;Lugano;São Paulo;1780000.0;0.0;1630.0;0.03;3;0;1;2019-09-24 00:00:00.000;240.0;180.0;318;Lugano, Avenida Higienopolis 318, Higienópolis, São Paulo;NuDoor;-023.5441300000;-046.6550600000
Ativo;AP2308;Apartamento;Residencial;Rua Coronel Oscar Porto 571;42;Paraíso;Palma;São Paulo;580000.0;0.0;0.01;0.0;2;0;1;2019-05-06 00:00:00.000;105.0;68.0;571;Palma, Rua Coronel Oscar Porto 571, Paraíso, São Paulo;NuDoor;-023.5745800000;-046.6463800000
Ativo;AP2216;Apartamento;Residencial;Rua Saint Hilaire 79;123;Jardim Paulista;Cortina;São Paulo;430000.0;0.0;0.05;0.0;1;0;1;2019-02-27 00:00:00.000;61.0;36.0;79;Cortina, Rua Saint Hilaire 79, Jardim Paulista, São Paulo;NuDoor;-023.5713300000;-046.6538200000
Ativo;AP2644;Apartamento;Residencial;Rua Baltazar Lisboa 527;23;Vila Mariana;Larissa;São Paulo;537000.0;0.0;0.08;0.0;2;0;1;2019-11-17 00:00:00.000;90.0;57.0;527;Larissa, Rua Baltazar Lisboa 527, Vila Mariana, São Paulo;NuDoor;-023.5844000000;-046.6303800000
Ativo;AP2693;Apartamento;Residencial;Rua Mário Amaral 426;3;Paraíso;Clara;São Paulo;0.0;6000.0;1688.0;134.0;3;0;1;2019-12-01 00:00:00.000;130.0;91.0;426;Clara, Rua Mário Amaral 426, Paraíso, São Paulo;NuDoor;-023.5739100000;-046.6481400000
Ativo;AP2582;Apartamento;Residencial;Rua José Antônio Coelho 435;82;Vila Mariana;Apolo;São Paulo;747000.0;0.0;900000.0;125.0;3;0;1;2019-10-18 00:00:00.000;130.0;96.0;435;Apolo, Rua José Antônio Coelho 435, Vila Mariana, São Paulo;NuDoor;-023.5805500000;-046.6445900000
Ativo;AP2001;Apartamento;Residencial;Rua Tomás Carvalhal 286;apto 61;Paraíso;Rio da Prata;São Paulo;680000.0;0.0;1000.0;72.0;2;0;1;2018-08-31 00:00:00.000;120.0;76.0;286;Rio da Prata, Rua Tomás Carvalhal 286, Paraíso, São Paulo;NuDoor;-023.6002700000;-046.6905600000
Ativo;AP2300;Apartamento;Residencial;Rua Conde de Irajá 142;apto 41;Vila Mariana;Coletanea Vila Mariana;São Paulo;3200000.0;15407.0;1700.0;892.3;3;3;3;2019-05-02 00:00:00.000;347.1;208.0;142;Coletanea Vila Mariana, Rua Conde de Irajá 142, Vila Mariana, São Paulo;NuDoor;-023.5917000000;-046.6340900000
Ativo;AP2725;Apartamento;Residencial;Rua Doutor Rafael de Barros 252;APTO  52;Paraíso;Maria Antonieta;São Paulo;460000.0;0.0;85.0;85.0;1;0;0;2019-12-31 00:00:00.000;97.8;58.0;252;Maria Antonieta, Rua Doutor Rafael de Barros 252, Paraíso, São Paulo;NuDoor;-023.5727000000;-046.6467100000
Cancelado;AP1953;Apartamento;Residencial;Rua Cubatão 862;apto 111;Paraíso;Paraiba;São Paulo;790000.0;0.0;800.0;150.0;3;1;1;2018-08-08 00:00:00.000;141.0;101.0;862;Paraiba, Rua Cubatão 862, Paraíso, São Paulo;NuDoor;-023.5794000000;-046.6421800000
Cancelado;AP1744;Apartamento;Residencial;Rua Carlos Steinen 253;apto 12;Paraíso;Port de La Vllete;São Paulo;330000.0;0.0;1060.0;190.0;1;1;1;2018-05-11 00:00:00.000;60.0;34.0;253;Port de La Vllete, Rua Carlos Steinen 253, Paraíso, São Paulo;NuDoor;-023.5759900000;-046.6489100000
Ativo;AP2292;Apartamento;Residencial;Rua José Antônio Coelho 300;ap 56 bloco a;Vila Mariana;Boleward;São Paulo;573000.0;0.0;514.0;89.0;2;2;1;2019-04-26 00:00:00.000;100.0;56.0;300;Boleward, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Ativo;AP2684;Apartamento;Residencial;R. Herculano de Freitas 359;74;Bela Vista;Antonieta;São Paulo;500000.0;0.0;0.07;37.0;1;0;1;2019-11-28 00:00:00.000;100.0;57.0;359;Antonieta, R. Herculano de Freitas 359, Bela Vista, São Paulo;NuDoor;-023.5559100000;-046.6550700000
Ativo;AP2133;Apartamento;Residencial;Rua Bueno de Andrade 834;01;Aclimação;Bueno de Andrade;São Paulo;477000.0;0.0;443.0;0.0;2;0;0;2018-12-23 00:00:00.000;95.0;95.0;834;Bueno de Andrade, Rua Bueno de Andrade 834, Aclimação, São Paulo;NuDoor;-023.5667700000;-046.6301500000
Ativo;GA0023;Galpão;Comercial;Rua Cinco de Outubro 77;01  salão;Americanópolis;Seixas;São Paulo;300000.0;0.0;0.01;210.0;0;0;3;2019-04-08 00:00:00.000;220.0;177.49;77;Seixas, Rua Cinco de Outubro 77, Americanópolis, São Paulo;NuDoor;-023.6582800000;-046.6424800000
Ativo;SL0013;Salão;Comercial;Rua Cinco de Outubro 77;loja;Americanópolis;Noel;São Paulo;300000.0;0.0;0.01;200.1;0;0;3;2019-08-25 00:00:00.000;200.0;177.49;77;Noel, Rua Cinco de Outubro 77, Americanópolis, São Paulo;NuDoor;-023.6582800000;-046.6424800000
Cancelado;AP2547;Apartamento;Residencial;Rua Vergueiro 1247;apto 21;Paraíso;Pedro Palma;São Paulo;376000.0;0.0;600.0;0.01;1;0;1;2019-09-26 00:00:00.000;60.0;38.0;1247;Pedro Palma, Rua Vergueiro 1247, Paraíso, São Paulo;NuDoor;-023.5728600000;-046.6400000000
Ativo;AP2634;Apartamento;Residencial;Avenida Conselheiro Rodrigues Alves 839;APTO 51;Vila Mariana;Ibirapuera Hills;São Paulo;1600000.0;0.0;1750.0;750.0;4;2;2;2019-11-10 00:00:00.000;300.0;180.0;839;Ibirapuera Hills, Avenida Conselheiro Rodrigues Alves 839, Vila Mariana, São Paulo;NuDoor;-023.5854000000;-046.6456700000
Cancelado;AP2592;Apartamento;Residencial;Rua Eça de Queiroz 446;apto 12;Vila Mariana;Ciomara;São Paulo;0.0;2000.0;1400.0;130.0;2;0;1;2019-10-18 00:00:00.000;110.0;80.0;446;Ciomara, Rua Eça de Queiroz 446, Vila Mariana, São Paulo;NuDoor;-023.5794500000;-046.6451900000
Suspenso;AP0979;Apartamento;Residencial;Rua Abílio Soares 438;apto 32;Paraíso;Abilio Soares;São Paulo;1850000.0;4500.0;1800.0;470.0;3;1;2;2017-02-27 00:00:00.000;302.0;185.0;438;Abilio Soares, Rua Abílio Soares 438, Paraíso, São Paulo;NuDoor;-023.5778800000;-046.6515800000
Cancelado;AP2384;Apartamento;Residencial;Rua Coronel Oscar Porto 500;apto 152;Paraíso;Marsalha;São Paulo;0.0;6200.0;2500.0;831.0;4;1;2;2019-06-24 00:00:00.000;330.0;240.0;500;Marsalha, Rua Coronel Oscar Porto 500, Paraíso, São Paulo;NuDoor;-023.5734700000;-046.6470900000
Ativo;AP2724;Apartamento;Residencial;Rua Estado de Israel 847;apto 14;Vila Clementino;Argus;São Paulo;750000.0;0.0;1000.0;100.0;2;0;1;2019-12-29 00:00:00.000;140.0;70.0;847;Argus, Rua Estado de Israel 847, Vila Clementino, São Paulo;NuDoor;-023.5941100000;-046.6485300000
Cancelado;AP1419;Apartamento;Residencial;Rua Dionísio da Costa 110;13;Vila Mariana;Don Kablin;São Paulo;3000000.0;0.0;2000.0;732.0;3;1;2;2017-11-20 00:00:00.000;0.0;140.0;110;Don Kablin, Rua Dionísio da Costa 110, Vila Mariana, São Paulo;NuDoor;-023.5897300000;-046.6267800000
Ativo;AP2614;Apartamento;Residencial;Rua José Antônio Coelho 435;82;V Mariana;Apolo;São Paulo;750000.0;0.0;800.0;0.0;3;0;1;2019-10-29 00:00:00.000;150.0;95.0;435;Apolo, Rua José Antônio Coelho 435, V Mariana, São Paulo;NuDoor;-023.5805500000;-046.6445900000
Ativo;AP2672;Apartamento;Residencial;Rua Pelotas 255;apto 152;Vila Mariana;Santrope;São Paulo;1150000.0;0.0;1385.0;638.76;4;1;4;2019-11-25 00:00:00.000;270.0;101.0;255;Santrope, Rua Pelotas 255, Vila Mariana, São Paulo;NuDoor;-023.5820500000;-046.6451300000
Ativo;AP2425;Apartamento;Residencial;Rua Domingos de Morais 1040;apto 205;Vila Mariana;Ana Paula;São Paulo;340000.0;0.0;432.0;0.01;2;0;1;2019-07-14 00:00:00.000;59.0;39.0;1040;Ana Paula, Rua Domingos de Morais 1040, Vila Mariana, São Paulo;NuDoor;-023.5858100000;-046.6365600000
Cancelado;AP1919;Apartamento;Residencial;Rua José Antônio Coelho 750;apto 21;Vila Mariana;Bardauni;São Paulo;650000.0;2600.0;850.0;150.0;2;0;2;2018-07-27 00:00:00.000;160.0;95.0;750;Bardauni, Rua José Antônio Coelho 750, Vila Mariana, São Paulo;NuDoor;-023.5810900000;-046.6474800000
Ativo;AP2509;Apartamento;Residencial;Rua Afonso de Freitas 97;APTO 31;Paraíso;Antilhas;São Paulo;850000.0;0.0;880.0;150.0;3;1;1;2019-08-26 00:00:00.000;150.0;90.0;97;Antilhas, Rua Afonso de Freitas 97, Paraíso, São Paulo;NuDoor;-023.5744600000;-046.6425000000
Ativo;AP2723;Apartamento;Residencial;Rua Taguá 302;1109;Liberdade;Don Carlos;São Paulo;300000.0;0.0;0.04;0.0;1;0;1;2019-12-27 00:00:00.000;77.0;32.0;302;Don Carlos, Rua Taguá 302, Liberdade, São Paulo;NuDoor;-023.5622800000;-046.6364800000
Ativo;AP1415;Apartamento;Residencial;Praça Carlos Gomes 7;01;Liberdade;Felicio Lanzara;São Paulo;657000.0;0.0;750.0;0.0;2;0;0;2017-11-20 00:00:00.000;116.0;103.0;7;Felicio Lanzara, Praça Carlos Gomes 7, Liberdade, São Paulo;NuDoor;-022.7077200000;-046.9776500000
Ativo;AP2621;Apartamento;Residencial;Rua Pio XII 454;01;Liberdade;Santana;São Paulo;595000.0;0.0;0.07;55.0;2;0;0;2019-11-02 00:00:00.000;110.0;110.0;454;Santana, Rua Pio XII 454, Liberdade, São Paulo;NuDoor;-023.5648300000;-046.6449600000
Ativo;AP2722;Apartamento;Residencial;Rua Afonso Celso 694;APTO 84;Vila Mariana;Paranapuã;São Paulo;750000.0;0.0;750.0;47.0;3;1;1;2019-12-27 00:00:00.000;170.0;100.0;694;Paranapuã, Rua Afonso Celso 694, Vila Mariana, São Paulo;NuDoor;-023.5991500000;-046.6349500000
Ativo;AP2491;Apartamento;Residencial;Rua São Joaquim 160;135;Liberdade;Pedro Gaspar;São Paulo;287000.0;0.0;0.04;0.0;1;0;0;2019-08-19 00:00:00.000;47.0;47.0;160;Pedro Gaspar, Rua São Joaquim 160, Liberdade, São Paulo;NuDoor;-023.5618100000;-046.6371800000
Cancelado;LF0009;Loft;Residencial;Rua Santo Amaro 27;135;Bela Vista;Bandeira Pauliceia;São Paulo;215000.0;0.0;320.0;0.0;1;0;0;2018-11-22 00:00:00.000;0.0;24.0;27;Bandeira Pauliceia, Rua Santo Amaro 27, Bela Vista, São Paulo;NuDoor;-023.6350100000;-046.6892500000
Ativo;AP2443;Apartamento;Residencial;Rua Afonso Celso 694;APTO 13 - BLOCO -B;Vila Mariana;Paranapua I  e II;São Paulo;660000.0;0.0;750.0;47.0;3;1;1;2019-07-18 00:00:00.000;170.0;100.0;694;Paranapua I  e II, Rua Afonso Celso 694, Vila Mariana, São Paulo;NuDoor;-023.5991200000;-046.6349400000
Ativo;AP2721;Apartamento;Residencial;Rua França Pinto 31;APTO 21;Vila Mariana;São Nicolau;São Paulo;420000.0;0.0;510.0;0.01;2;0;0;2019-12-27 00:00:00.000;70.0;66.0;31;São Nicolau, Rua França Pinto 31, Vila Mariana, São Paulo;NuDoor;-023.5853000000;-046.6370600000
Ativo;AP2601;Apartamento;Residencial;Rua Capitão Rosendo 100;12;Vila Mariana;Coral Gables;São Paulo;749000.0;0.0;1000.0;300.0;3;1;2;2019-10-21 00:00:00.000;0.0;85.0;100;Coral Gables, Rua Capitão Rosendo 100, Vila Mariana, São Paulo;NuDoor;-023.5952800000;-046.6330100000
Ativo;AP2571;Apartamento;Residencial;Rua José Antônio Coelho 300;apto 92 - e;Vila Mariana;Boleward;São Paulo;360000.0;0.0;250.0;0.01;1;0;1;2019-10-16 00:00:00.000;120.0;30.0;300;Boleward, Rua José Antônio Coelho 300, Vila Mariana, São Paulo;NuDoor;-023.5801600000;-046.6433700000
Ativo;SA0181;Sala;Comercial;Rua Cubatão 929;sala 39;Paraíso;Edifício  Mariana Tower;São Paulo;0.0;3500.0;872.09;219.94;0;0;1;2019-12-26 00:00:00.000;0.0;40.0;929;Edifício  Mariana Tower, Rua Cubatão 929, Paraíso, São Paulo;NuDoor;-023.5756800000;-046.6439400000
Ativo;AP2673;Apartamento;Residencial;Rua Conde de Irajá 184;apto 85;Vila Mariana;Champs  Du Monte Carlo;São Paulo;900000.0;0.0;980.0;89.0;3;1;2;2019-11-25 00:00:00.000;150.0;84.0;184;Champs  Du Monte Carlo, Rua Conde de Irajá 184, Vila Mariana, São Paulo;NuDoor;-023.5916700000;-046.6334600000
Ativo;AP0871;Apartamento;Residencial;Rua Eça de Queiroz 58;Uni - 123;Vila Mariana;Cond. Edif. Eça de Queiroz;São Paulo;535000.0;0.0;706.0;0.01;1;0;1;2016-12-14 00:00:00.000;75.0;60.0;58;Cond. Edif. Eça de Queiroz, Rua Eça de Queiroz 58, Vila Mariana, São Paulo;NuDoor;-023.5782300000;-046.6416400000
Ativo;AP2719;Apartamento;Residencial;Rua Manoel Dutra 312;APTO 82;Bela Vista;Bela Venezzia;São Paulo;400000.0;0.0;400.0;0.01;1;0;1;2019-12-22 00:00:00.000;58.0;36.0;312;Bela Venezzia, Rua Manoel Dutra 312, Bela Vista, São Paulo;NuDoor;-023.5554200000;-046.6461000000
Ativo;AP2230;Apartamento;Residencial;Rua Domingos de Morais 236;apto 12;Vila Mariana;Saveli;São Paulo;540000.0;0.0;1288.23;63.0;2;0;1;2019-03-05 00:00:00.000;130.0;102.0;236;Saveli, Rua Domingos de Morais 236, Vila Mariana, São Paulo;NuDoor;-023.5793100000;-046.6407700000
Ativo;AP2324;Apartamento;Residencial;Rua Ouvidor Peleja 489;apto 34;Vila Mariana;Bela Flor;São Paulo;474000.0;0.0;843.47;135.96;2;0;1;2019-05-18 00:00:00.000;93.0;57.0;489;Bela Flor, Rua Ouvidor Peleja 489, Vila Mariana, São Paulo;NuDoor;-023.6027800000;-046.6315900000
Ativo;AP2688;Apartamento;Residencial;Rua Ituxi 58;apto 204;Saúde;Ituxi;São Paulo;575000.0;0.0;806.0;0.02;2;0;1;2019-11-29 00:00:00.000;140.0;80.0;58;Ituxi, Rua Ituxi 58, Saúde, São Paulo;NuDoor;-023.6181600000;-046.6416900000
Ativo;AP2514;Apartamento;Residencial;Rua Afonso de Freitas 433;APTO 11;Paraíso;Serafina;São Paulo;540000.0;0.0;300.0;78.0;1;0;0;2019-08-29 00:00:00.000;115.7;72.0;433;Serafina, Rua Afonso de Freitas 433, Paraíso, São Paulo;NuDoor;-023.5759800000;-046.6460700000
